scenario,q2_frozen_profit_yuan,q3_final_profit_yuan
2278,68865190.7170823,68790895.5598608
2279,69920244.0628723,69829290.9178264
2280,69123785.6168061,69051119.6582598
2281,70262200.2100967,70202273.9815742
2282,68157900.6575122,68076553.23503
2283,69029052.7153469,68975424.5376456
2284,68334441.5525452,68249931.7760823
2285,69868632.2906772,69835289.4230672
2286,69123650.8667077,69043964.8628643
2287,69463321.3513224,69406849.0587767
2288,69728600.6218685,69692548.5186204
2289,70176282.7609538,70122060.4977085
2290,67470794.8791306,67391510.3113934
2291,70303404.3058952,70178815.3971798
2292,71263399.4182255,71186493.3754228
2293,70673496.1003044,70631315.8423816
2294,69837231.1054542,69773274.5801677
2295,70390704.3580828,70303282.6191828
2296,67723919.5061216,67620502.4074424
2297,67958449.053499,67864287.0891939
2298,68884499.18855,68830424.6593232
2299,70076381.2783008,69998271.0470417
2300,68783761.9801445,68704125.4282252
2301,68685322.9717131,68597865.1465327
2302,68318491.4829448,68248751.2525489
2303,68332520.8587532,68241990.8429003
2304,67417369.7483312,67362353.7179425
2305,69696905.2423953,69667323.2634432
2306,69833919.012847,69758385.2975436
2307,69183192.6456961,69100861.4618523
2308,71952422.0426091,71919078.6535527
2309,66967580.7197083,66925197.6297261
2310,70582134.6522864,70524890.5596126
2311,71171983.3385552,71091018.438861
2312,68799984.7114578,68732666.6058088
2313,69341196.9621194,69251142.8484368
2314,68970287.2591652,68933934.2659139
2315,69141924.2998747,69063262.6892082
2316,71065911.7983137,71046608.8529261
2317,70112960.1292387,70023936.2635441
2318,67600805.3102941,67541464.0696304
2319,69579427.7781484,69514340.8555607
2320,70271599.31841,70168355.185377
2321,69373365.5706165,69295473.650318
2322,70646050.1583749,70602716.7275524
2323,70140955.5539338,70073182.8862259
2324,68067677.970175,67993645.764395
2325,69192932.45485,69127460.3682425
2326,68993500.5641522,68911638.4009068
2327,69934749.2166823,69903480.8502063
2328,68555920.2348444,68456671.3168905
2329,70408810.342116,70333818.0673237
2330,68806600.5970736,68782339.2824772
2331,67526131.6715084,67469861.5475532
2332,70159037.8769245,70079920.2545391
2333,67479049.26839,67403119.4881268
2334,69628525.5993686,69544192.4993957
2335,71251514.7365538,71204556.8399278
2336,69939910.0472782,69815473.1424705
2337,68620746.1021903,68559053.5507692
2338,67673180.8343376,67603385.2592273
2339,68713829.1702865,68640730.3771845
2340,70889893.4302319,70814002.1122051
2341,69971891.9671046,69896805.3973591
2342,69374657.9805133,69294468.8422564
2343,69089962.8098215,69046504.5618806
2344,70634128.6255621,70594918.2035159
2345,70625888.6596711,70545537.7875774
2346,68862134.4225334,68761008.2762003
2347,70613439.4697818,70497714.6163627
2348,70004374.8421678,69948714.9968603
2349,68164447.9642657,68081693.3213466
2350,68498069.1873659,68391212.4452881
2351,69714486.2888206,69600512.573903
2352,69799008.466339,69750261.0588286
2353,69920335.1281048,69817399.2278195
2354,69378450.4139007,69285487.0759678
2355,67462486.2859436,67384195.6494778
2356,69307446.6851842,69237906.6470931
2357,68770132.9651189,68687496.632901
2358,69176930.4188235,69087551.5070859
2359,71001621.4339865,70971254.5634981
2360,69278841.7572531,69188894.1597157
2361,69649814.8864891,69551458.8763734
2362,70844165.3863151,70805244.3992657
2363,69326564.9401804,69254075.0203265
2364,68837989.5788656,68751024.0994692
2365,68324831.7124077,68202607.0778861
2366,71643315.7317547,71569042.7923407
2367,69476232.5716874,69406347.9939044
2368,67977668.8926513,67866842.9071131
2369,68588471.2099298,68513640.8068687
2370,71341440.2483281,71275649.6276798
2371,68805958.5452172,68711954.45023
2372,68673540.0238621,68576764.9179574
2373,69902796.5990227,69836670.104955
2374,71425572.932649,71359843.5534672
2375,70215743.5786866,70158960.9093923
2376,72339645.4638621,72258697.4553969
2377,69038419.474993,68926958.5251524
2378,69303839.1311991,69219608.7057142
2379,68806524.0690053,68739042.5009386
2380,69637089.4029221,69550936.2579217
2381,69680577.1554727,69606032.3084435
2382,72097929.266724,72049493.9056955
2383,68546426.8377053,68507198.2495987
2384,69681921.2191087,69586796.0382531
2385,67522947.3548641,67438194.2128068
2386,67878973.0882549,67790189.979627
2387,69719800.2018605,69658130.4348242
2388,69184226.3690642,69101439.0731169
2389,70957438.0968489,70871681.5844627
2390,67967833.2403732,67949264.9888213
2391,67733531.7489811,67644598.394207
2392,71004070.7474512,70916204.2706533
2393,70606185.1953266,70526369.0724053
2394,68916354.5351296,68834830.4174668
2395,70007526.1059757,69885811.3287555
2396,70045714.5564798,69995192.7676923
2397,69142033.8696977,69075112.615411
2398,70040134.3977585,69929904.647985
2399,69600715.1900703,69566122.3835077
2400,72374625.204484,72273528.9895272
2401,67434454.8794524,67364736.1344085
2402,68536122.0693972,68453794.3104786
2403,70010553.7535405,69924084.1706926
2404,69369904.8759243,69298339.5640415
2405,68827371.8385503,68725984.0153919
2406,71633130.581477,71555713.1502123
2407,70044444.5918378,69996149.5486414
2408,69843312.7870515,69725378.9679739
2409,71640174.0788035,71596032.1169977
2410,68466929.2540732,68370903.3702601
2411,70070338.2172244,70024892.8246827
2412,68733426.7348578,68651361.3032411
2413,72919342.811079,72855028.7189189
2414,69887532.8819082,69851314.4147137
2415,70904046.1011155,70872455.0788713
2416,68900665.3722713,68814284.6548156
2417,70114995.8120708,70033151.218642
2418,69528287.8481241,69446065.1479058
2419,70388535.2919389,70306283.741336
2420,67822146.1845014,67735430.3184984
2421,70389406.1186276,70348406.2051328
2422,69020267.9050331,68934342.0815556
2423,67888473.3855637,67823502.5560813
2424,68425545.9496008,68368514.5289676
2425,68193637.5871906,68093441.6288579
2426,69522457.9008122,69456352.3318575
2427,67576909.1878952,67519765.5095075
2428,71643168.0673823,71560737.6376856
2429,69832379.3019418,69779654.7582837
2430,67360583.8485156,67293934.7273773
2431,70365583.2213307,70313604.1866173
2432,67948569.0875598,67868851.7212654
2433,70311984.0595829,70229549.4173832
2434,69269222.7396704,69184440.550552
2435,68765842.6667134,68680569.3495953
2436,69097136.8736465,69023433.4348204
2437,71601828.815832,71550474.3286952
2438,69226610.0628484,69142783.6904773
2439,70405544.0918443,70344060.682916
2440,70850338.5532127,70769788.2370884
2441,66972740.7375915,66916786.4059026
2442,68142278.2519911,68048966.5013883
2443,69296650.5357074,69275799.0795145
2444,70540155.22624,70519988.190598
2445,70190466.3984243,70158060.1276898
2446,72586834.9191713,72520691.0678147
2447,71213712.3325217,71148475.399173
2448,67463429.9763554,67387007.8923175
2449,68959957.6231397,68891537.7074352
2450,70973374.3032385,70852626.5802418
2451,69571368.8510189,69490206.8796193
2452,68374283.2916167,68300879.4964788
2453,73506930.7811923,73450605.2498765
2454,69927308.5837791,69852734.528326
2455,69675705.7946285,69614514.8761901
2456,68255494.1053242,68170515.760323
2457,68820091.4616764,68775022.1435382
2458,70381266.3093357,70333496.1813068
2459,70606146.3858165,70478405.4117061
2460,69103233.0370454,69021481.4131556
2461,71928486.8724611,71870472.6432891
2462,71728679.8391501,71631790.3838409
2463,68454319.2371145,68406715.3687049
2464,70237071.4509783,70132328.7863297
2465,70135559.061115,70063436.3436665
2466,69914141.2518426,69820818.8337908
2467,66247120.9270109,66144860.6091703
2468,70945135.0107288,70880757.119358
2469,69602931.7904099,69512321.3071819
2470,69172211.1975813,69104557.1387007
2471,71709805.5790828,71608166.0923617
2472,69726476.5894712,69679338.7559935
2473,69664437.6050317,69612109.6937495
2474,71245184.0092034,71178811.2348736
2475,70634087.0895166,70554916.4381898
2476,69652707.7395577,69624062.0795206
2477,69956569.6287389,69860638.9609159
2478,69724920.2338063,69660485.6875165
2479,67277378.016888,67198277.2817661
2480,69255029.0138591,69172085.9902326
2481,69784974.7649279,69684476.7820225
2482,67695942.7684571,67666148.5693916
2483,70216801.2597959,70125817.6208585
2484,70329429.943881,70264206.6809152
2485,70062070.5628257,70019322.962213
2486,71680588.1166707,71625289.5134411
2487,70190553.8545446,70119550.2389553
2488,69327757.1057223,69233282.0959164
2489,69970241.4790028,69861873.9453711
2490,67802299.1802144,67715984.3370244
2491,69853001.1040858,69750610.3458979
2492,70329384.5716757,70261703.7634548
2493,69879865.9144422,69800134.9052336
2494,68139276.1161573,68055771.0427051
2495,71058472.1046254,71011714.4802831
2496,70251373.5970665,70177852.1511215
2497,70513950.7045943,70423932.8349814
2498,69503655.4795592,69425044.213502
2499,69968413.4566481,69905402.6420206
2500,69187802.8972593,69146015.6164982
2501,68639518.2485085,68545241.964714
2502,69156004.6359907,69055129.2600518
2503,68521969.9466731,68388010.4983826
2504,69720246.4715595,69630986.7458904
2505,69173525.2241144,69090416.5444853
2506,71383664.1702468,71309129.7564315
2507,68090339.9230903,67998802.7085535
2508,70495191.2672793,70441533.2374045
2509,70325286.9831474,70282007.281013
2510,70866734.7059526,70789293.243836
2511,70379407.6183908,70320456.4715828
2512,71116484.7084157,71004282.0972288
2513,69153877.6326201,69054382.6387603
2514,70730202.6645474,70667225.8328361
2515,69339808.206292,69300390.0145201
2516,68504799.1626686,68392510.6058398
2517,70865642.7656161,70751238.5109222
2518,69283555.5448552,69206283.5110966
2519,68304304.4286796,68208241.0808584
2520,71482114.6265366,71418804.689337
2521,69944967.9331548,69896602.1306724
2522,70275497.1549391,70216158.1529497
2523,70433871.8993445,70389879.1066389
2524,69813159.1999538,69725490.2624836
2525,71931102.3744057,71898910.0421324
2526,69567370.504996,69497039.4554674
2527,68998343.4106149,68884758.6377218
2528,71667036.687794,71565310.8781496
2529,70968075.4174769,70920674.7728839
2530,70216981.046136,70139034.9334271
2531,71022076.2741783,70986828.0528689
2532,68835677.5996213,68769597.3372235
2533,70426867.6879719,70361599.4675942
2534,68922097.1894277,68866783.337984
2535,67902402.9899386,67813531.6005512
2536,71378871.6152931,71355804.4717143
2537,70220399.8225449,70179586.9214952
2538,69232919.0747438,69128503.0853374
2539,68429452.898652,68356488.3528126
2540,69972727.1485291,69885615.7660914
2541,68179882.5446468,68080556.5019842
2542,68793397.2190597,68684326.7343775
2543,69161869.2440762,69067630.0570849
2544,69852853.8050444,69805189.1221623
2545,70779457.4950484,70722851.1424041
2546,68882175.2111128,68827354.4263021
2547,69818850.9673131,69750029.766031
2548,69611541.5388269,69538723.0079113
2549,71137283.0335128,71025653.3134005
2550,70185854.7536141,70133387.3278754
2551,69132736.6971203,69051085.0791309
2552,72178471.131076,72085064.8742267
2553,70223095.6290173,70186103.5714648
2554,71358531.0125707,71264595.5754572
2555,68360546.7194044,68276596.9403853
2556,70025943.6402656,69946709.6946477
2557,70911626.447476,70822499.4393421
2558,69793147.1357603,69724642.3380046
2559,68131458.8378211,68064360.8608164
2560,72083850.0876193,72005726.5118071
2561,69241224.5900939,69166565.5617848
2562,69990531.1209868,69889976.5479942
2563,68731905.0371951,68688815.2809012
2564,69286851.4697072,69209552.6314781
2565,70639437.3995079,70597028.1945913
2566,68751544.109896,68665592.7430156
2567,70806126.1988788,70759155.9232976
2568,67613058.3179227,67528000.1976981
2569,70023116.3512304,69925308.6646409
2570,71609010.9082319,71531113.4490338
2571,70052165.3939686,69978826.4155189
2572,68179380.9294601,68101659.2302911
2573,70549861.0667962,70490332.3096192
2574,70307148.6624237,70265176.6153545
2575,70833971.8639015,70721907.8498457
2576,72156675.3936719,72090623.6723545
2577,69580157.7204004,69517137.4028214
2578,67722477.9949452,67661437.4835538
2579,67685946.7894431,67582823.9735277
2580,70443696.6203943,70374603.1642012
2581,69246511.0949244,69171026.4750402
2582,69939252.9169354,69883857.1871053
2583,70102576.4166154,69995122.1404947
2584,68642516.3048267,68575956.0003992
2585,69200071.6722532,69077732.6055202
2586,70070315.20025,70002934.1284865
2587,70025450.1084889,69924264.9729605
2588,70716637.5611611,70631458.848988
2589,71708745.78115,71646397.26965
2590,68999699.7545776,68919473.3303478
2591,71497873.4353603,71414141.7439283
2592,71997596.6374861,71913789.4415839
2593,70503741.4926598,70386303.7746045
2594,69853153.3582985,69775190.6351071
2595,70376157.0063335,70299142.4448535
2596,71851730.1396687,71778387.2450961
2597,69868110.0361971,69805243.1436438
2598,68445636.4203739,68364251.8342043
2599,70372635.8728168,70315197.1131396
2600,68538113.0052157,68471372.3572771
2601,68954314.6412126,68897442.5330914
2602,67806530.1587486,67724313.9791992
2603,69100112.4689112,68986934.7602928
2604,70319924.0563694,70200868.336372
2605,68315053.3725784,68240161.3411635
2606,69310027.9730516,69234747.0140535
2607,69627515.2121783,69543810.5056593
2608,69760775.445143,69703488.8269697
2609,68404184.3658541,68274956.7101469
2610,70230645.5738625,70175175.3132912
2611,69794019.1549452,69727760.9583751
2612,69921010.1791295,69846516.3063918
2613,70365220.2224056,70318941.3959961
2614,70713536.0334207,70625999.3826688
2615,69962611.8800853,69903439.2326598
2616,70173794.5256443,70145508.433904
2617,69829648.0225737,69723078.6726381
2618,69354575.066698,69256689.559027
2619,70666366.8650323,70650489.7417844
2620,70492053.5260368,70382992.0745638
2621,69401691.8031826,69328508.5880739
2622,68961635.9508626,68888289.9895728
2623,69291337.8947632,69220654.6842996
2624,71846189.671469,71781185.6410085
2625,69900140.7457068,69850225.5286404
2626,70593331.8507802,70520828.4762081
2627,70489390.8993223,70405003.3958657
2628,69609716.4369904,69564617.3173154
2629,68162367.9776649,68103608.7240022
2630,71614998.8721744,71570260.2563445
2631,70820151.9262894,70751172.3790997
2632,71840041.9783858,71742646.2469588
2633,70048526.3571694,69987745.9510617
2634,70152065.6481583,70105300.3730894
2635,69502902.6020253,69420288.592095
2636,67005958.8025709,66903381.0167846
2637,70693072.8615512,70623495.3824936
2638,68176384.9069349,68076123.3465911
2639,69549028.7224381,69514826.7575417
2640,70925085.2827684,70858337.6383884
2641,70417926.217576,70334929.9801834
2642,71616365.9547401,71587148.2966824
2643,66777342.7667353,66709035.2980738
2644,68832011.8809825,68734895.5476573
2645,69209843.9136748,69124207.0068482
2646,70852725.9914697,70779200.3878279
2647,68036398.5719036,67953472.2075337
2648,70236388.1472245,70159038.5525969
2649,68632965.0292409,68583673.6609177
2650,70961446.4683736,70902446.0287369
2651,68801701.6753927,68711519.7826939
2652,70271131.1595501,70183608.974683
2653,69890338.5215807,69802279.7234249
2654,70868092.1685102,70804404.5717796
2655,71304542.5413625,71263021.4050605
2656,67962093.4966664,67887966.0890767
2657,70807635.869534,70723528.0178779
2658,71925970.4168541,71912442.1123535
2659,70870372.8936723,70805521.4239275
2660,70162360.8547358,70071203.4977407
2661,70362671.5930689,70307053.6943451
2662,68188850.9187772,68141426.1626673
2663,69102640.115954,69044225.4060391
2664,67930797.9897142,67893202.1965012
2665,70793996.6161584,70715837.8150366
2666,70598809.1553479,70544398.5812079
2667,68907285.37997,68821353.1222092
2668,69090669.0704643,69000092.7510626
2669,71103142.497552,71053234.9629005
2670,68064556.45026,68006623.9049082
2671,69440030.256532,69360396.5611564
2672,69636410.4625326,69591326.747725
2673,70719251.8031345,70670026.4254438
2674,68082614.1154079,68000547.8172192
2675,70443170.59821,70382136.9274308
2676,70335263.5029781,70242663.5745547
2677,70485105.7256652,70369273.2597351
2678,69654049.7842456,69598608.3534889
2679,70113857.9244666,70048678.1544455
2680,69305050.3045224,69273868.0700645
2681,67954154.2363232,67853430.3458838
2682,68683907.3101295,68579926.0704623
2683,68325748.8865038,68218171.7453382
2684,66839230.5943304,66770767.4376578
2685,69149548.9538037,69076346.3830587
2686,69454552.9995547,69356810.9652315
2687,67600670.0780516,67499837.6740504
2688,68243633.983857,68175154.0605556
2689,68909870.1330682,68830186.0188372
2690,70991585.92776,70918627.9799855
2691,67893576.1952013,67840825.612643
2692,72375044.4479931,72332343.5736748
2693,69787680.5520874,69659442.6534812
2694,68235858.2840695,68197274.108849
2695,68955929.6808807,68881684.4957609
2696,70177865.1199074,70098949.4128906
2697,68720788.4731611,68634169.9339723
2698,71165851.889364,71084185.1099566
2699,70557713.6572179,70502683.9392402
2700,70551945.1599691,70449678.8642701
2701,71598674.795431,71536694.7621386
2702,70765580.4468631,70704341.7755676
2703,69522825.9317261,69453902.1559423
2704,67885312.8930694,67782108.9586848
2705,68615389.510011,68522222.3693977
2706,70254585.587542,70149243.1712126
2707,71152134.4574016,71050313.8535518
2708,67297242.6603252,67171632.5989857
2709,71012410.4584735,70942891.4847445
2710,68700899.969371,68666393.9510112
2711,69008520.7137168,68890820.5319063
2712,70196676.0614698,70151159.6987734
2713,70282297.1889257,70207904.6647367
2714,70024716.5814575,69893430.3661333
2715,69237461.4823439,69125568.5608009
2716,71782895.5733848,71685654.6780366
2717,69388613.9023862,69249502.8503105
2718,69483896.7563589,69409175.558615
2719,73174370.3491999,73128976.5181678
2720,69007061.0727499,68967861.3576766
2721,68082087.6699192,67992188.4465763
2722,69800816.8249851,69731127.9549282
2723,69520637.3198277,69477475.750924
2724,68992710.2540282,68897054.1309765
2725,70470776.0401901,70387070.7576503
2726,67716725.1053506,67627335.5750508
2727,70855246.8100612,70781347.4937945
2728,70050471.8111157,70019121.3009263
2729,68770998.3714913,68719517.916769
2730,68423110.8870729,68349397.6292667
2731,69919083.1992718,69835059.4660975
2732,70289388.2993703,70203192.715308
2733,71625025.8919542,71575490.7926688
2734,69971252.8858498,69873950.6340832
2735,69002359.6469631,68891768.0709871
2736,70357780.1561623,70289553.3760071
2737,67864295.8278385,67755318.8974899
2738,69615036.2753761,69567701.1267019
2739,70359903.4769542,70296721.0682664
2740,70517741.048798,70453494.4718507
2741,70398285.9941791,70280513.6787702
2742,69018217.1701807,68968409.8270586
2743,67616283.1754383,67496557.0908161
2744,68738171.5132789,68669846.9192446
2745,68843427.3571189,68753237.2407825
2746,69305606.96386,69214967.2804725
2747,67211642.9114757,67138668.7391543
2748,69539637.7761144,69441327.3250097
2749,69707683.1860257,69675022.5069467
2750,69698341.5521023,69633698.0883483
2751,67235714.2774227,67170821.7169462
2752,68244715.2312229,68160055.7216959
2753,67571782.4620355,67479933.1754103
2754,69396904.3266455,69341105.2895031
2755,71031707.0473034,70937305.0401637
2756,70313735.8058782,70224117.8696457
2757,69847244.6603017,69774433.1855362
2758,68512966.4733553,68433864.2110906
2759,69090160.3507553,69026982.6717681
2760,68774051.7012173,68707047.9186517
2761,67451721.1491317,67421106.287746
2762,69512886.1085253,69445936.8660272
2763,67928985.1280794,67835391.0495076
2764,70001755.9674363,69968061.6992725
2765,70852538.4828625,70765675.4642493
2766,69929884.3279699,69856626.6516203
2767,69802175.581275,69742692.8341809
2768,70044859.3793818,69975043.5989711
2769,70380951.6518084,70286652.6080081
2770,69483753.2195438,69404822.2239245
2771,68577798.7807227,68473895.1632353
2772,69455425.2253052,69385779.0452621
2773,70574120.6210952,70506555.1010863
2774,71095524.4626145,71016338.3710283
2775,69884083.3551552,69820672.4440802
2776,69934034.221138,69867623.1337419
2777,69037016.3913303,68939601.9864717
2778,70518351.8865701,70457958.0562615
2779,67823506.9669539,67711732.6104358
2780,68013640.9749326,67942393.480888
2781,70151280.4895106,70084379.83271
2782,69968225.6887857,69882055.9628364
2783,69727770.9403348,69669165.9835564
2784,69503374.1113782,69412442.8383973
2785,70322659.1564418,70266256.0595261
2786,70201961.2543473,70146180.0294729
2787,70049440.0357368,69944796.330522
2788,70169405.9030975,70081970.4732528
2789,69750359.5373145,69695627.3208414
2790,69484124.1818741,69381681.0754833
2791,66422096.240918,66331957.301466
2792,69830277.8937117,69788397.2572411
2793,69163924.875875,69109835.6723633
2794,68655438.5079802,68582027.4282345
2795,69499096.8605654,69414416.1554509
2796,70141994.038119,70071088.0760494
2797,70470607.8604737,70413374.0072245
2798,68116761.7737911,68097176.4716295
2799,71003627.5630579,70962145.312486
2800,70569705.8601854,70511853.7265397
2801,71348083.7552041,71262063.2932039
2802,69078509.5795995,69005647.2003042
2803,69708368.2558957,69644667.57883
2804,70817150.4869332,70757422.3817201
2805,69140924.5959583,69056050.8912301
2806,68973411.0168488,68890417.8622452
2807,71145979.6421562,71086183.8117577
2808,69933463.7874435,69864541.351443
2809,69623495.1484228,69536329.2809828
2810,69345516.6212771,69244704.747864
2811,70934634.1319168,70859219.1319323
2812,71931481.1770231,71887022.5188231
2813,70567638.5678063,70521051.7651011
2814,67962668.7248761,67840733.7070163
2815,68452470.8312786,68352282.1699214
2816,69027086.947707,68976138.6605003
2817,69129086.3257009,69074973.4225072
2818,68867702.8803174,68791373.9288377
2819,68915762.8038842,68808669.5711711
2820,68269692.7567119,68175335.875556
2821,72526717.2915924,72418369.8500023
2822,68565579.2585353,68470530.0478213
2823,71561655.5362228,71492580.7836122
2824,69429595.5493886,69397576.8669169
2825,70230000.5224577,70191973.4822621
2826,72793294.027294,72721836.7497075
2827,71133097.28632,71081190.1072941
2828,71015653.1937418,70939562.9406397
2829,70890717.8655532,70804866.7580498
2830,67816886.4331504,67710909.5876568
2831,69009165.8690871,68904241.4742797
2832,70191536.9818542,70103496.2156013
2833,68659494.085654,68629107.4446467
2834,68483543.1403323,68428654.1820493
2835,69835673.2236598,69787211.9778955
2836,68180619.0145268,68133037.4437245
2837,67559277.8758894,67509781.8207745
2838,68670646.0376896,68604277.7347905
2839,69053976.4807926,69012111.1386534
2840,72406964.1035148,72356207.845013
2841,69403432.8189639,69295391.8242837
2842,68192213.8536188,68144846.1690626
2843,69429052.1465555,69356385.8097326
2844,69062407.0476023,69022208.918907
2845,70029638.1888599,69923501.212817
2846,69284830.2376105,69240950.7426444
2847,69200981.4801019,69130655.8194164
2848,72763639.5309654,72715196.6743186
2849,69293914.5832357,69245244.9581154
2850,70210210.760835,70155164.3910756
2851,70841278.4998142,70759030.9535713
2852,71454875.7739673,71358224.7211714
2853,68821694.8428274,68737877.3585438
2854,69804528.6039744,69672852.7504543
2855,70581477.4299729,70537751.7214044
2856,71361354.3148744,71329947.4883718
2857,69462208.7416605,69368133.3184464
2858,68954428.6558445,68870625.1825533
2859,70225593.6147174,70151901.988304
2860,69768835.2302311,69702021.2459279
2861,70582163.6541951,70533770.6164544
2862,70358165.331845,70269561.2494552
2863,68883819.1703101,68804997.6647495
2864,69381648.1542916,69311991.165631
2865,72320946.9567482,72267978.9890397
2866,67845204.1046726,67801796.9161728
2867,69246499.7958245,69157922.8045347
2868,68426001.0431899,68339276.6726339
2869,67410166.2729157,67314016.5068952
2870,70271909.0226266,70181338.7775309
2871,69715349.4593569,69623219.5994613
2872,68524466.4283414,68471267.2011344
2873,69777552.4060362,69682960.7339806
2874,69220621.6895526,69169130.4581483
2875,69665078.2696035,69585639.6907296
2876,70673777.3043956,70602326.3133705
2877,68246026.9159668,68161726.7625808
2878,69264365.5378396,69168094.0088413
2879,67617921.0986798,67566396.9209399
2880,68056924.0854824,68010920.3380273
2881,68833065.2462406,68753743.5290338
2882,68814725.0195813,68747404.8185614
2883,71021979.5474866,71025138.4823438
2884,68621669.1057401,68547779.1482359
2885,69223470.3588683,69190337.7039276
2886,68608843.9766077,68550569.6550619
2887,70405814.5283362,70340578.887774
2888,68930828.1676483,68870441.6712044
2889,70037577.5730088,69980558.8558023
2890,69929421.1817801,69854929.7706908
2891,69658925.3662272,69567146.4790415
2892,68981618.3718244,68885140.2927599
2893,71349244.800693,71328159.0240371
2894,69132260.5350634,69037773.1893798
2895,69842882.6234622,69752560.5798548
2896,69442956.168432,69355125.0176683
2897,70133204.6589255,70090807.5384863
2898,69705825.1103877,69625310.8774928
2899,68997064.7235827,68943955.3808886
2900,69905280.5023807,69850064.1299547
2901,68097066.7980013,68035024.2995593
2902,69899113.7759758,69812837.1570284
2903,70036521.6983631,69956773.6304389
2904,68758462.6351864,68670228.8053611
2905,71345411.7598696,71235366.3270045
2906,71894212.0631423,71855297.4898859
2907,69483299.6827599,69350684.2504421
2908,71436546.3698449,71377502.5987624
2909,68565434.7044828,68483706.2306764
2910,67930440.1581684,67858162.5176153
2911,69538381.0370186,69425387.5285827
2912,67628087.9843763,67534618.0212345
2913,71825530.4004409,71747832.0055289
2914,70145071.4260649,70075052.8994958
2915,68708282.6339217,68618831.2069621
2916,68713812.7961641,68604829.0325531
2917,70149194.6155357,70080204.2531099
2918,68430624.0059447,68338111.7544117
2919,70044419.2612209,70002713.5178652
2920,69670312.2435135,69567337.7978523
2921,70615611.1962336,70560751.3916666
2922,67647897.9428939,67542065.1203129
2923,69835682.2838863,69782704.94406
2924,69706462.6947154,69638601.891901
2925,68716069.4382756,68677242.523433
2926,70024969.3155994,69994834.0237087
2927,70081836.5710076,70004548.2771516
2928,68679966.7075175,68631211.0478305
2929,69781270.2924041,69744245.5571984
2930,71036284.7787219,70996559.7302878
2931,69017467.6669676,68981647.5907252
2932,69601388.2105572,69550456.8686183
2933,68460868.4168961,68370242.267034
2934,70966791.4258655,70878149.6118197
2935,71073053.230537,70999671.7633986
2936,68633439.7980998,68590611.1622039
2937,69206956.2648588,69178375.2074687
2938,67762439.7919732,67670046.1242542
2939,69633069.0412998,69547658.6843068
2940,69075555.668453,69004725.3703383
2941,70516986.2388304,70445375.2157922
2942,70282865.3446522,70193043.8640158
2943,70722485.8882241,70683390.496036
2944,68357088.2799376,68282040.60946
2945,70389240.6693176,70347282.3171386
2946,69594872.1804835,69490692.5871276
2947,69361721.6426691,69257713.8990954
2948,68191110.7645365,68141942.4134196
2949,71158314.209855,71061181.8032324
2950,69750610.1843361,69698040.3793369
2951,70496317.380382,70376655.261545
2952,69652925.641736,69583433.6322825
2953,69220443.297426,69141171.6236272
2954,69808258.8124289,69740020.8045764
2955,68602032.7455298,68524284.5587
2956,71567215.4217878,71497295.4225912
2957,67153812.9777534,67079475.9678228
2958,69622660.3198171,69547894.9059355
2959,69885404.80883,69782387.2288644
2960,68140411.7303718,68059203.6672356
2961,71125294.8322508,71063793.4603285
2962,69547046.9988536,69427815.3852417
2963,69359275.6019564,69287312.1640204
2964,68350364.3440274,68271059.744734
2965,68449497.258817,68393019.4415743
2966,70158538.8873348,70099414.3355553
2967,69091409.8140233,69000535.1647226
2968,68314411.5649057,68205467.7729992
2969,72257047.3203903,72163044.9603618
2970,70057441.3485813,69983454.0948816
2971,68883008.1614332,68809869.194129
2972,70508467.6476096,70431207.9814511
2973,71797158.7122135,71680489.861195
2974,69848035.3489618,69786933.2412533
2975,69997043.5270384,69977285.9785196
2976,68835050.2254743,68757438.4636735
2977,70610582.0249654,70566813.407565
2978,68784695.6742547,68682733.4297404
2979,68556455.1416877,68490555.725795
2980,69520702.648443,69456207.3830308
2981,69858640.6981689,69791793.1550035
2982,70365715.3280965,70302505.401849
2983,68909956.2363508,68805706.8880238
2984,68132056.1071783,68045597.1614284
2985,69226638.4004957,69152290.9225944
2986,70309075.2686324,70221407.2713119
2987,66967256.4570003,66883444.318443
2988,71183994.0025798,71122627.7869995
2989,70043675.3883298,69994642.4288115
2990,68656640.3887709,68582769.7191693
2991,69824629.1384725,69731854.1343327
2992,69530383.7402786,69513663.1174716
2993,71051504.2217404,70987171.2345024
2994,69974155.4069991,69919725.3863491
2995,69786724.4209053,69737299.9487729
2996,70592139.0810475,70494247.8153501
2997,69474019.8313573,69416212.7147923
2998,69723043.5110702,69623439.0638305
2999,69881821.5388906,69803641.4085271
